,CBERT-R,CBERT-P,CBERT-F,BERTScore-R,BERTScore-P,BERTScore-F,BARTScore,R-1,R-2,R-L
0,0.7,0.52,0.6,0.83,0.66,0.74,0.25,0.09,0.02,0.05
1,0.88,0.8,0.84,0.85,0.69,0.76,0.36,0.5,0.28,0.31
2,0.8,0.7,0.75,0.85,0.69,0.76,0.37,0.17,0.08,0.1
3,0.77,0.63,0.7,0.82,0.69,0.75,0.27,0.16,0.06,0.09
