,CBERT,BERTScore,BARTScore,R-1,R-2,R-L
0,0.0,0.88,0.43,0.04,0.02,0.04
1,0.0,0.86,0.57,0.29,0.2,0.22
2,0.0,0.88,0.42,0.08,0.05,0.05
3,0.0,0.81,0.28,0.07,0.04,0.05
