,CBERT,BERTScore,BARTScore,R-1,R-2,R-L
0,0.77,0.86,0.25,0.1,0.03,0.07
1,0.91,0.89,0.42,0.59,0.33,0.36
2,0.79,0.89,0.36,0.18,0.07,0.13
3,0.8,0.85,0.34,0.18,0.07,0.1
