,CBERT-R,CBERT-P,CBERT-F,BERTScore-R,BERTScore-P,BERTScore-F,BARTScore,R-1,R-2,R-L
0,0.65,0.61,0.63,0.84,0.84,0.84,0.24,0.3,0.07,0.15
1,0.67,0.63,0.65,0.85,0.84,0.85,0.29,0.28,0.08,0.16
2,0.6,0.58,0.59,0.81,0.79,0.8,0.25,0.29,0.04,0.13
3,0.64,0.68,0.66,0.82,0.83,0.82,0.27,0.33,0.08,0.17
