,CBERT-R,CBERT-P,CBERT-F,BERTScore-R,BERTScore-P,BERTScore-F,BARTScore,R-1,R-2,R-L
0,0.74,0.51,0.61,0.83,0.71,0.76,0.23,0.09,0.02,0.05
1,0.87,0.77,0.82,0.85,0.73,0.78,0.34,0.46,0.2,0.22
2,0.77,0.73,0.75,0.86,0.68,0.76,0.29,0.15,0.08,0.12
3,0.77,0.63,0.69,0.81,0.71,0.75,0.26,0.17,0.05,0.09
