,CBERT-R,CBERT-P,CBERT-F,BERTScore-R,BERTScore-P,BERTScore-F,BARTScore,R-1,R-2,R-L
0,0.58,0.54,0.56,0.79,0.68,0.73,0.23,0.16,0.03,0.1
1,0.57,0.5,0.53,0.8,0.68,0.74,0.2,0.13,0.03,0.08
2,0.4,0.38,0.39,0.79,0.68,0.73,0.19,0.05,0.0,0.04
3,0.66,0.55,0.6,0.8,0.71,0.75,0.22,0.16,0.02,0.08
4,0.49,0.53,0.51,0.79,0.65,0.71,0.23,0.22,0.02,0.12
5,0.48,0.55,0.52,0.79,0.75,0.77,0.21,0.36,0.06,0.22
