,CBERT-R,CBERT-P,CBERT-F,BERTScore-R,BERTScore-P,BERTScore-F,BARTScore,R-1,R-2,R-L
0,0.66,0.54,0.59,0.83,0.68,0.75,0.23,0.07,0.03,0.06
1,0.76,0.68,0.72,0.81,0.69,0.75,0.27,0.43,0.11,0.19
2,0.81,0.75,0.78,0.87,0.71,0.78,0.34,0.16,0.1,0.15
3,0.82,0.63,0.71,0.81,0.71,0.75,0.28,0.19,0.08,0.11
4,0.77,0.48,0.59,0.87,0.66,0.75,0.41,0.12,0.09,0.1
5,0.66,0.52,0.58,0.88,0.78,0.83,0.3,0.21,0.08,0.09
