,CBERT-R,CBERT-P,CBERT-F,BERTScore-R,BERTScore-P,BERTScore-F,BARTScore,R-1,R-2,R-L
0,0.49,0.51,0.5,0.8,0.66,0.72,0.22,0.15,0.02,0.08
1,0.5,0.57,0.53,0.77,0.66,0.71,0.29,0.27,0.03,0.16
2,0.41,0.37,0.39,0.81,0.67,0.73,0.26,0.03,0.01,0.03
3,0.67,0.45,0.54,0.82,0.66,0.73,0.2,0.04,0.0,0.03
