,CBERT-R,CBERT-P,CBERT-F,BERTScore-R,BERTScore-P,BERTScore-F,BARTScore,R-1,R-2,R-L
0,0.63,0.49,0.55,0.78,0.8,0.79,0.2,0.19,0.01,0.1
1,0.57,0.49,0.53,0.79,0.79,0.79,0.19,0.16,0.01,0.09
2,0.6,0.46,0.52,0.81,0.76,0.78,0.19,0.12,0.02,0.08
3,0.53,0.53,0.53,0.8,0.8,0.8,0.23,0.24,0.01,0.12
